thread_id,message_id,turn_index,speaker_role,message_text,thread_label,type
thread_000003,thread_000003_msg_012,12,caller,"Well, sometimes these criminals will use stolen social security numbers to open new accounts or take out loans in your name.",1,ssn
thread_000003,thread_000003_msg_013,13,receiver,That makes sense. But wouldn't you already have my social security number if you're calling from the Social Security Administration?,1,ssn
thread_000003,thread_000003_msg_014,14,caller,"Ah, good point. We do have it on file, but we need to confirm it with you to ensure we're talking about the right person.",1,ssn
thread_000003,thread_000003_msg_015,15,receiver,"Okay, I think I understand. But before I give it to you, can you tell me what will happen once I confirm my social security number?",1,ssn
thread_000003,thread_000003_msg_016,16,caller,"Once we verify the information, we'll be able to remove the flag from your account and issue you a new social security card.",1,ssn
thread_000003,thread_000003_msg_017,17,receiver,And how long does that process typically take?,1,ssn
thread_000003,thread_000003_msg_018,18,caller,It usually takes about 7-10 business days.,1,ssn
thread_000003,thread_000003_msg_019,19,receiver,"Okay, I think I'm ready to provide the information now. But can I call you back on a different number to confirm everything first?",1,ssn
thread_000004,thread_000004_msg_000,0,caller,"Hello, this is Officer Johnson from the Social Security Administration. We've had a report of suspicious activity on your social security number.",1,ssn
thread_000004,thread_000004_msg_001,1,receiver,"Oh no, what kind of activity?",1,ssn
thread_000004,thread_000004_msg_002,2,caller,"Well, it appears that someone has been using your social security number to commit fraud. I need to verify some information to resolve the issue.",1,ssn
thread_000004,thread_000004_msg_003,3,receiver,That sounds serious. What information do you need to verify?,1,ssn
thread_000004,thread_000004_msg_004,4,caller,I need your social security number and date of birth to confirm your identity.,1,ssn
thread_000004,thread_000004_msg_005,5,receiver,I'm not sure I'm comfortable giving out that information over the phone. How do I know you're really from the SSA?,1,ssn
thread_000004,thread_000004_msg_006,6,caller,"Ma'am, I assure you, I am who I say I am. If you don't cooperate, we'll have to suspend your social security benefits.",1,ssn
thread_000004,thread_000004_msg_007,7,receiver,That would be a problem. But can you tell me more about this fraud? What exactly happened?,1,ssn
thread_000004,thread_000004_msg_008,8,caller,"Let's just focus on resolving the issue at hand. Like I said, if you don't cooperate, there will be consequences.",1,ssn
thread_000004,thread_000004_msg_009,9,receiver,"Okay, but can you give me your badge number or something so I can verify your identity?",1,ssn
thread_000004,thread_000004_msg_010,10,caller,"My badge number is 9421. Now, are you going to cooperate or not?",1,ssn
thread_000004,thread_000004_msg_011,11,receiver,"9421, got it. So, what's the next step after you verify my information?",1,ssn
thread_000004,thread_000004_msg_012,12,caller,We'll need to set up a new account for you to protect your benefits. There will be a small fee involved.,1,ssn
thread_000004,thread_000004_msg_013,13,receiver,A fee? How much is it?,1,ssn
thread_000004,thread_000004_msg_014,14,caller,"It's [REDACTED_AMOUNT]. But like I said, it's necessary to protect your benefits.",1,ssn
thread_000004,thread_000004_msg_015,15,receiver,"Hmm, that sounds fishy. Can I call you back later to discuss this further?",1,ssn
thread_000004,thread_000004_msg_016,16,caller,"No, ma'am. This is a time-sensitive matter. We need to resolve this now.",1,ssn
thread_000004,thread_000004_msg_017,17,receiver,"Okay, let me think about it for a minute...",1,ssn
thread_000005,thread_000005_msg_000,0,caller,"Hello, is this John Smith?",1,ssn
thread_000005,thread_000005_msg_001,1,receiver,"Yes, it is. Who's calling?",1,ssn
thread_000005,thread_000005_msg_002,2,caller,My name is Officer Johnson from the Social Security Administration. We've had a report of suspicious activity on your social security number.,1,ssn
thread_000005,thread_000005_msg_003,3,receiver,Oh? What kind of activity?,1,ssn
thread_000005,thread_000005_msg_004,4,caller,It appears that your number has been compromised and is being used for fraudulent purposes. I need to verify some information to ensure your identity and secure your account.,1,ssn
thread_000005,thread_000005_msg_005,5,receiver,"Okay, what do you need to know?",1,ssn
thread_000005,thread_000005_msg_006,6,caller,Can you please confirm your social security number for me?,1,ssn
thread_000005,thread_000005_msg_007,7,receiver,"Wait, I'm not comfortable giving that out over the phone. Can I call you back to verify?",1,ssn
thread_000005,thread_000005_msg_008,8,caller,"I understand your concern, but this is a high-priority matter and we need to act quickly. If you don't cooperate, your benefits may be suspended.",1,ssn
thread_000005,thread_000005_msg_009,9,receiver,I don't think so. I'm going to hang up and call the SSA directly to report this.,1,ssn
thread_000005,thread_000005_msg_010,10,caller,"Ma'am, please don't do that. You'll only be wasting your time. We're the ones who can help you resolve this issue.",1,ssn
thread_000005,thread_000005_msg_011,11,receiver,I'm not buying it. Goodbye.,1,ssn
thread_000006,thread_000006_msg_000,0,caller,"Hello, is this Mr. Johnson?",1,ssn
thread_000006,thread_000006_msg_001,1,receiver,"Yeah, that's me. Who's calling?",1,ssn
thread_000006,thread_000006_msg_002,2,caller,My name is Officer David from the Social Security Administration. We've been trying to reach you about a very important matter regarding your social security number.,1,ssn
thread_000006,thread_000006_msg_003,3,receiver,What's going on with my social security number?,1,ssn
thread_000006,thread_000006_msg_004,4,caller,"I'm not at liberty to discuss it over the phone, but I need you to verify some information to move forward with the investigation. Can you please tell me your social security number?",1,ssn
thread_000006,thread_000006_msg_005,5,receiver,Why do I need to give it to you? Can't you look it up in your system?,1,ssn
thread_000006,thread_000006_msg_006,6,caller,"I'm afraid our system is down right now, and I need to verify it manually. It's a matter of great urgency, sir.",1,ssn
thread_000006,thread_000006_msg_007,7,receiver,"Okay, but can you give me your badge number so I can call back and verify who you are?",1,ssn
thread_000006,thread_000006_msg_008,8,caller,"My badge number is 3456. But like I said, time is of the essence here. Every minute counts.",1,ssn
thread_000006,thread_000006_msg_009,9,receiver,"That sounds serious. But before I give you my social security number, can you tell me what exactly is going on with my account? Is someone using my identity or something?",1,ssn
thread_000006,thread_000006_msg_010,10,caller,"Yes, that's exactly what's happening, sir. Someone has been using your social security number for illegal activities, and we need to shut it down ASAP. But I need your cooperation to do so.",1,ssn
thread_000007,thread_000007_msg_000,0,caller,"Hello, is this Mr. Johnson?",1,ssn
thread_000007,thread_000007_msg_001,1,receiver,"Yeah, that's me. Who's this?",1,ssn
thread_000007,thread_000007_msg_002,2,caller,My name is Officer Thompson from the Social Security Administration. We've been trying to reach you about a very urgent matter.,1,ssn
thread_000007,thread_000007_msg_003,3,receiver,What's going on? Is everything okay with my social security?,1,ssn
thread_000007,thread_000007_msg_004,4,caller,I'm afraid there's been some suspicious activity on your account and we need to verify some information to protect your benefits.,1,ssn
thread_000007,thread_000007_msg_005,5,receiver,What kind of suspicious activity? Can you tell me more about it?,1,ssn
thread_000007,thread_000007_msg_006,6,caller,"I'd rather not discuss it over the phone, but I can assure you it's very serious. Can you please confirm your social security number for me so I can look into it further?",1,ssn
thread_000007,thread_000007_msg_007,7,receiver,"Hold on, how did you say you got my number? Did someone report something to you?",1,ssn
thread_000007,thread_000007_msg_008,8,caller,"Ah, no, no, we have our ways of monitoring these things. Let's just focus on resolving the issue at hand, okay?",1,ssn
thread_000007,thread_000007_msg_009,9,receiver,"Okay, sure. But before I give you my social security number, can you tell me what department you're with again and what your badge number is?",1,ssn
thread_000007,thread_000007_msg_010,10,caller,"Uh, I'm with the Fraud Detection Department and my badge number is... uh... 54792.",1,ssn
thread_000007,thread_000007_msg_011,11,receiver,That sounds fishy. I've never heard of a Fraud Detection Department. Can you transfer me to your supervisor?,1,ssn
thread_000008,thread_000008_msg_000,0,caller,"Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a suspicious activity on your social security number.",1,ssn
thread_000008,thread_000008_msg_001,1,receiver,"Oh, really? What kind of activity?",1,ssn
thread_000008,thread_000008_msg_002,2,caller,We've received reports of fraudulent transactions being made using your social security number. I need to verify some information to ensure your account is secure.,1,ssn
thread_000008,thread_000008_msg_003,3,receiver,That sounds serious. What kind of transactions are we talking about?,1,ssn
thread_000008,thread_000008_msg_004,4,caller,I'm not at liberty to disclose that information over the phone. But I need you to confirm your social security number so I can look into it further.,1,ssn
thread_000008,thread_000008_msg_005,5,receiver,I'm not sure I'm comfortable giving out that information. How do I know you're really from the SSA?,1,ssn
thread_000008,thread_000008_msg_006,6,caller,"Ma'am, I assure you, I am who I say I am. If you don't cooperate, we'll have to suspend your social security benefits.",1,ssn
thread_000008,thread_000008_msg_007,7,receiver,"Okay, okay. But can you tell me what department you're calling from and your badge number?",1,ssn
thread_000008,thread_000008_msg_008,8,caller,"Uh, let me check... Ah yes, I'm from Department 3456, and my badge number is 7890.",1,ssn
thread_000008,thread_000008_msg_009,9,receiver,"Okay, that sounds official. But before I give you my social security number, can you explain why this suspicious activity didn't trigger any notifications or alerts on my credit report?",1,ssn
thread_000008,thread_000008_msg_010,10,caller,"Well, ma'am, sometimes these things slip through the cracks. But trust me, we're on top of it now. Just give me your social security number and we'll get this resolved.",1,ssn
thread_000008,thread_000008_msg_011,11,receiver,I see. And what's the process for resolving this issue? Will someone come to my house or do I need to go to a local office?,1,ssn
thread_000008,thread_000008_msg_012,12,caller,"No, no, it's all done over the phone. I just need your social security number and we'll take care of the rest.",1,ssn
thread_000008,thread_000008_msg_013,13,receiver,"Okay, let me just get my wallet... Can you hold for a minute?",1,ssn
thread_000008,thread_000008_msg_014,14,caller,"Yes, ma'am, take your time.",1,ssn
thread_000009,thread_000009_msg_000,0,caller,"Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number.",1,ssn
thread_000009,thread_000009_msg_001,1,receiver,"Oh no, what's going on? Is everything okay?",1,ssn
thread_000009,thread_000009_msg_002,2,caller,I'm afraid not. Our system has flagged your number for suspicious activity and we need to verify some information to clear up the issue.,1,ssn
thread_000009,thread_000009_msg_003,3,receiver,What kind of suspicious activity? Did someone steal my identity or something?,1,ssn
thread_000009,thread_000009_msg_004,4,caller,"We can't disclose that information over the phone, but I can assure you it's very serious. Can you please confirm your social security number so we can proceed with the investigation?",1,ssn
thread_000009,thread_000009_msg_005,5,receiver,"Wait, how do I know you're really from the Social Security Administration? Can you give me your badge number or something?",1,ssn
thread_000009,thread_000009_msg_006,6,caller,"My badge number is 54782. Now, please, time is of the essence here. We need to act quickly to protect your identity.",1,ssn
thread_000009,thread_000009_msg_007,7,receiver,"Okay, okay. But before I give you my social security number, can you tell me more about what's going on? How did you detect this suspicious activity?",1,ssn
thread_000009,thread_000009_msg_008,8,caller,"Like I said, our system flagged your number. It's a complex algorithm that detects fraudulent behavior. But I need to stress again, we need to move quickly. Every minute counts.",1,ssn
thread_000009,thread_000009_msg_009,9,receiver,I see. And what exactly do you plan to do once you have my social security number?,1,ssn
thread_000009,thread_000009_msg_010,10,caller,We'll use it to verify your identity and then take steps to secure your account. Maybe even issue a new social security number if necessary.,1,ssn
thread_000009,thread_000009_msg_011,11,receiver,That sounds like a big process. How long will it take?,1,ssn
thread_000009,thread_000009_msg_012,12,caller,"It should only take a few minutes once we have the necessary information. But like I said, every minute counts.",1,ssn
thread_000009,thread_000009_msg_013,13,receiver,"Okay, let me go get my social security card real quick. Can you hold for just a second?",1,ssn
thread_000009,thread_000009_msg_014,14,caller,"Yes, of course.",1,ssn
thread_000010,thread_000010_msg_000,0,caller,"Hello, my name is Officer Johnson from the Social Security Administration. How are you today?",1,ssn
thread_000010,thread_000010_msg_001,1,receiver,"I'm good, thanks. What can I do for you?",1,ssn
thread_000010,thread_000010_msg_002,2,caller,We've been trying to reach you about a serious matter concerning your social security number. It's been suspended due to suspicious activity.,1,ssn
thread_000010,thread_000010_msg_003,3,receiver,Suspended? What kind of activity?,1,ssn
thread_000010,thread_000010_msg_004,4,caller,We've had reports of fraudulent accounts being opened in your name. We need to verify some information to clear up this matter.,1,ssn
thread_000010,thread_000010_msg_005,5,receiver,"Okay, what do you need to know?",1,ssn
thread_000010,thread_000010_msg_006,6,caller,Can you please confirm your social security number for me?,1,ssn
thread_000010,thread_000010_msg_007,7,receiver,"Wait, how do I know this is really the Social Security Administration calling?",1,ssn
thread_000010,thread_000010_msg_008,8,caller,"Ma'am, I assure you this is a legitimate call. I can give you my badge number if you'd like.",1,ssn
thread_000010,thread_000010_msg_009,9,receiver,"Okay, what's your badge number?",1,ssn
thread_000010,thread_000010_msg_010,10,caller,"It's [REDACTED_PHONE]. Now, can you please confirm your social security number?",1,ssn
thread_000010,thread_000010_msg_011,11,receiver,I'm not comfortable giving that out over the phone. Can I call you back?,1,ssn
thread_000010,thread_000010_msg_012,12,caller,"I'm afraid not, ma'am. This is a time-sensitive matter and we need to resolve it immediately. If you don't cooperate, we'll have to send the authorities to your location.",1,ssn
thread_000010,thread_000010_msg_013,13,receiver,"Okay, fine. But can I speak to your supervisor first?",1,ssn
thread_000010,thread_000010_msg_014,14,caller,Let me check.,1,ssn
thread_000011,thread_000011_msg_000,0,caller,"Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a very important matter regarding your social security number.",1,ssn
thread_000011,thread_000011_msg_001,1,receiver,"Oh, really? What's going on with my social security number?",1,ssn
thread_000011,thread_000011_msg_002,2,caller,"Well, it's been compromised and we need to verify some information to ensure your benefits aren't suspended.",1,ssn
thread_000011,thread_000011_msg_003,3,receiver,Compromised? How did that happen?,1,ssn
thread_000011,thread_000011_msg_004,4,caller,It appears someone has been using your social security number for illegal activities. We need to take immediate action to protect your identity.,1,ssn
thread_000011,thread_000011_msg_005,5,receiver,That sounds serious. Can you tell me more about what kind of illegal activities?,1,ssn
thread_000011,thread_000011_msg_006,6,caller,"I'm not at liberty to disclose that information over the phone. But I can assure you, it's a very serious matter. Now, can you please confirm your social security number so we can proceed with the investigation?",1,ssn
thread_000011,thread_000011_msg_007,7,receiver,I'm not sure I'm comfortable sharing that information over the phone. Can you give me a call-back number or a website where I can verify your identity?,1,ssn
thread_000011,thread_000011_msg_008,8,caller,"I understand your concern, but this is an urgent matter. We don't have time for that. If you don't cooperate, we'll have to send someone to your location to discuss this further.",1,ssn
thread_000011,thread_000011_msg_009,9,receiver,Send someone to my location? That sounds like a threat. Are you trying to intimidate me?,1,ssn
thread_000011,thread_000011_msg_010,10,caller,"No, no, no! It's just procedure. We're trying to help you here. Now, are you going to cooperate or do we need to take further action?",1,ssn
thread_000011,thread_000011_msg_011,11,receiver,"Okay, fine. But before I give you any information, can you tell me what department you're calling from within the Social Security Administration?",1,ssn
thread_000011,thread_000011_msg_012,12,caller,"Uh... let me check on that real quick.  Ah, yes! I'm calling from the Office of Fraudulent Activities and Prevention.",1,ssn
thread_000011,thread_000011_msg_013,13,receiver,That sounds like a made-up department. Can you give me a direct extension or a supervisor's name?,1,ssn
thread_000011,thread_000011_msg_014,14,caller,"Look, sir, I don't think you understand the gravity of this situation. We're running out of time here. Just give me your social security number and we can resolve this quickly.",1,ssn
thread_000011,thread_000011_msg_015,15,receiver,I'm not giving you anything until I verify your identity. Can you stay on the line while I call the Social Security Administration directly to confirm our conversation?,1,ssn
thread_000011,thread_000011_msg_016,16,caller,"Uh... I... uh... need to go. This conversation is being recorded for quality assurance purposes. Goodbye, sir!",1,ssn
thread_000012,thread_000012_msg_000,0,caller,"Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a suspicious activity on your social security number.",1,ssn
thread_000012,thread_000012_msg_001,1,receiver,"Oh, really? What kind of activity?",1,ssn
thread_000012,thread_000012_msg_002,2,caller,We've had reports of someone using your number to open fraudulent accounts and steal your identity. I need to verify some information to put a hold on your account.,1,ssn
thread_000012,thread_000012_msg_003,3,receiver,That sounds serious. Can you tell me more about these accounts? What kind of information do you need to verify?,1,ssn
thread_000012,thread_000012_msg_004,4,caller,I'm not at liberty to disclose that information over the phone. But I need you to confirm your social security number so we can proceed with the investigation.,1,ssn
thread_000012,thread_000012_msg_005,5,receiver,I'm not comfortable giving out my social security number over the phone. Can I call you back at the SSA office to confirm?,1,ssn
thread_000012,thread_000012_msg_006,6,caller,"I understand your concern, but this is an urgent matter. If you don't cooperate, we'll have to suspend your benefits.",1,ssn
thread_000012,thread_000012_msg_007,7,receiver,How did you get my number? Is this a new procedure the SSA is using to contact people?,1,ssn
thread_000012,thread_000012_msg_008,8,caller,"We use various methods to obtain contact information. And yes, this is a new initiative to combat fraud. Now, can I please get your social security number to move forward?",1,ssn
thread_000012,thread_000012_msg_009,9,receiver,I'd like to speak to your supervisor. This sounds fishy.,1,ssn
thread_000012,thread_000012_msg_010,10,caller,"Hold for just a moment, please.",1,ssn
thread_000013,thread_000013_msg_000,0,caller,"Hello, this is Officer Johnson from the Social Security Administration. We've had a report of suspicious activity on your social security number.",1,ssn
thread_000013,thread_000013_msg_001,1,receiver,"Oh no, what kind of activity?",1,ssn
thread_000013,thread_000013_msg_002,2,caller,"We can't disclose that information over the phone, but I need to verify some information to ensure your account is secure.",1,ssn
thread_000013,thread_000013_msg_003,3,receiver,What do you need to verify?,1,ssn
thread_000013,thread_000013_msg_004,4,caller,I just need to confirm your social security number and date of birth.,1,ssn
thread_000013,thread_000013_msg_005,5,receiver,Why do you need my social security number? Can't you look it up in your system?,1,ssn
thread_000013,thread_000013_msg_006,6,caller,"Our system is down for maintenance, and I need to manually verify the information.",1,ssn
thread_000013,thread_000013_msg_007,7,receiver,That sounds strange. How long has the system been down?,1,ssn
thread_000013,thread_000013_msg_008,8,caller,"It's been down for a few hours. Like I said, it's just a precautionary measure to protect your identity.",1,ssn
thread_000013,thread_000013_msg_009,9,receiver,"Okay, well can you give me your badge number so I can call back and verify your identity?",1,ssn
thread_000013,thread_000013_msg_010,10,caller,"My badge number is 23456. But let me warn you, if you don't take care of this issue immediately, your social security benefits will be suspended.",1,ssn
thread_000013,thread_000013_msg_011,11,receiver,I see. And how do I take care of this issue?,1,ssn
thread_000013,thread_000013_msg_012,12,caller,"I'll need you to purchase a prepaid debit card and load it with [REDACTED_AMOUNT]. Then, I'll guide you through the process of securing your account.",1,ssn
thread_000013,thread_000013_msg_013,13,receiver,Why do I need to purchase a prepaid debit card? Can't I just pay with a credit card?,1,ssn
thread_000013,thread_000013_msg_014,14,caller,The prepaid debit card is the only way we can process the payment securely.,1,ssn
thread_000013,thread_000013_msg_015,15,receiver,That sounds fishy. Can I speak to your supervisor?,1,ssn
thread_000013,thread_000013_msg_016,16,caller,"My supervisor is not available at the moment. But like I said, time is of the essence here. If you don't take care of this issue now, it may be too late.",1,ssn
thread_000013,thread_000013_msg_017,17,receiver,"Okay, well can you hold for just a minute while I get the prepaid debit card?",1,ssn
thread_000014,thread_000014_msg_000,0,caller,"Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number.",1,ssn
thread_000014,thread_000014_msg_001,1,receiver,"Oh, really? What's going on?",1,ssn
thread_000014,thread_000014_msg_002,2,caller,"We've received reports of suspicious activity linked to your account, and we need to verify some information to ensure your benefits aren't suspended.",1,ssn
thread_000014,thread_000014_msg_003,3,receiver,Suspended? That sounds serious. Can you tell me more about these reports?,1,ssn
thread_000014,thread_000014_msg_004,4,caller,"I'm not at liberty to disclose that information over the phone, but I can assure you it's a matter of national security. We just need you to confirm your social security number to proceed with the investigation.",1,ssn
thread_000014,thread_000014_msg_005,5,receiver,"National security, huh? That does sound important. But before I give you my social security number, can you provide me with your badge number and a call-back number so I can verify your identity?",1,ssn
thread_000014,thread_000014_msg_006,6,caller,"My badge number is 12345, and you can call us back at [REDACTED_PHONE]. But please, time is of the essence here. Every minute counts.",1,ssn
thread_000014,thread_000014_msg_007,7,receiver,"Okay, I'll make sure to do that. But just to clarify, what exactly happens if my benefits are suspended?",1,ssn
thread_000014,thread_000014_msg_008,8,caller,"You'll lose all access to your benefits, including disability and retirement funds. And in some cases, you may even face legal action.",1,ssn
thread_000014,thread_000014_msg_009,9,receiver,That sounds terrible. But how did you say you got my number? Was it from a database or something?,1,ssn
thread_000014,thread_000014_msg_010,10,caller,"Ah, yes... our system flagged your number for review. It's all very complicated, but trust me, we're trying to help you here.",1,ssn
thread_000014,thread_000014_msg_011,11,receiver,"I see. Well, I appreciate your help. But before I give you my social security number, can you tell me what steps I need to take to protect myself from these scammers?",1,ssn
thread_000014,thread_000014_msg_012,12,caller,"Scammers? Ha! You don't have to worry about scammers, sir. We're the ones trying to protect you. Just focus on verifying your information so we can resolve this issue.",1,ssn
thread_000014,thread_000014_msg_013,13,receiver,"Okay, okay. But one last question: If this is such an emergency, why didn't you contact me via mail or email instead of calling me directly?",1,ssn
thread_000014,thread_000014_msg_014,14,caller,"Good question, sir. Unfortunately, our systems were compromised by hackers, and we had to resort to calling our clients directly. Now, can we please move forward with the verification process?",1,ssn
thread_000014,thread_000014_msg_015,15,receiver,"Yeah, sure thing. Let me just grab my social security card real quick...",1,ssn
thread_000015,thread_000015_msg_000,0,caller,"Hello, is this Mr. Johnson?",1,ssn
thread_000015,thread_000015_msg_001,1,receiver,"Yes, it is. Who's calling?",1,ssn
thread_000015,thread_000015_msg_002,2,caller,My name is Officer Thompson and I'm calling from the Social Security Administration.,1,ssn
thread_000015,thread_000015_msg_003,3,receiver,Okay...,1,ssn
